,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity,hit
8467,4bcWQseNOLnxH4XUgpmgkQ,Love Is All I Got,0Ut5Sm27OuPNFSTm2hbRTd,https://p.scdn.co/mp3-preview/403d6d01decdd7de5d234d940d4fce984691528d?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.13,"['early romantic era', 'italian opera', 'italian romanticism']",0.201,0.0616,-22.037,0.0388,0.977,1.82E-05,0.116,0.08,149.196,10,0,278093,0,0
8233,4bcWQseNOLnxH4XUgpmgkQ,Love Is Gone,63L441CSA8fBu7pKK3XrCN,https://p.scdn.co/mp3-preview/4480cf6e58a2f5d592ad2e64cadb64af0310d1c3?cid=f6c16355a53748e790f598a2bdb1ad10,13.10.11,"['early romantic era', 'italian opera', 'italian romanticism']",0.404,0.462,-13.063,0.0711,0.965,0.00117,0.183,0.598,81.358,5,1,148667,0,0
7655,4bcWQseNOLnxH4XUgpmgkQ,Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix,6IWZjh5CbHvk7lBnLsP50f,https://p.scdn.co/mp3-preview/2d607393d1c2377bb8cce6e1dfbb68721748ec64?cid=f6c16355a53748e790f598a2bdb1ad10,13.10.11,"['early romantic era', 'italian opera', 'italian romanticism']",0.374,0.271,-16.09,0.101,0.936,0,0.246,0.151,51.094,4,1,264373,0,0
8333,4bcWQseNOLnxH4XUgpmgkQ,Love Is Killing Me,0R4NMXGgH980bWegQDfXV6,https://p.scdn.co/mp3-preview/f58ca9bb62207fc690ce76461ec60d3b8de0e0ca?cid=f6c16355a53748e790f598a2bdb1ad10,13.10.11,"['early romantic era', 'italian opera', 'italian romanticism']",0.502,0.463,-13.585,0.0922,0.966,3.79E-05,0.185,0.537,115.207,7,1,308733,0,0
8249,4bcWQseNOLnxH4XUgpmgkQ,Love Is Requited - Pop Version,3B1hUfYCp03HMdmC228ogn,https://p.scdn.co/mp3-preview/2c3e5ccb4a8c89fdb8c6b1ca8fe46bf8ffd7d768?cid=f6c16355a53748e790f598a2bdb1ad10,13.10.11,"['early romantic era', 'italian opera', 'italian romanticism']",0.451,0.17,-24.747,0.43,0.964,0,0.755,0.347,166.813,5,1,112133,0,0
8203,4bcWQseNOLnxH4XUgpmgkQ,Love Is the Groove - Remix,1XDH7eiOOabHyKxpdvBJyV,https://p.scdn.co/mp3-preview/399e538c40972aea0e56c31505efc152ecdff942?cid=f6c16355a53748e790f598a2bdb1ad10,13.10.11,"['early romantic era', 'italian opera', 'italian romanticism']",0.366,0.417,-13.401,0.144,0.958,9.65E-05,0.652,0.431,76.149,5,0,126067,0,0
7609,4bcWQseNOLnxH4XUgpmgkQ,Love Is the Queen,7sKW6bnKbWDNA1u87bB00m,https://p.scdn.co/mp3-preview/edcbf94cdfd07cd08cd5d1b861259aba0f6574ec?cid=f6c16355a53748e790f598a2bdb1ad10,30.09.16,"['early romantic era', 'italian opera', 'italian romanticism']",0.197,0.247,-10.643,0.0443,0.945,0.000143,0.695,0.0922,81.397,10,1,274827,20,0
6036,4bcWQseNOLnxH4XUgpmgkQ,Love Lies (with Normani),5xkSlbMnTGOhAuCeiGvRlY,https://p.scdn.co/mp3-preview/6d86e521fabd7fcf93636ff5ab5eddad6ad038bb?cid=f6c16355a53748e790f598a2bdb1ad10,2005,"['classic finnish rock', 'finnish dance pop', 'finnish hard rock', 'iskelma', 'suomi rock']",0.424,0.99,-4.804,0.0654,0.208,0.000161,0.679,0.635,170.009,2,1,180187,6,0
4053,4bcWQseNOLnxH4XUgpmgkQ,Love Life,6sGeBxS4PIEtZdWpgdnitV,https://p.scdn.co/mp3-preview/f1beb33dbea2e224fbac9d707320fac170399e8b?cid=f6c16355a53748e790f598a2bdb1ad10,08.01.21,"['dance pop', 'deep euro house', 'edm', 'german dance', 'pop dance', 'pop rap', 'tropical house']",0.66,0.81,-5.938,0.058,0.022,1.40E-06,0.0837,0.59,125.085,5,0,196456,61,0
4693,4bcWQseNOLnxH4XUgpmgkQ,Love Like That,2tFoMdcKyfrhh6q0fgTcv6,https://p.scdn.co/mp3-preview/95b2f6de5f7da917c53484fdbac47abd001828eb?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.11,"['classic italian pop', 'italian adult pop']",0.568,0.448,-6.67,0.0422,0.639,0,0.233,0.178,133.856,11,1,247480,48,0
9279,4bcWQseNOLnxH4XUgpmgkQ,Love Like That - BYNON Remix,3jyJy8HrTZzpc5c2s4ez7J,https://p.scdn.co/mp3-preview/da19a604b0331c27a34aad2bc010467546d94b69?cid=f6c16355a53748e790f598a2bdb1ad10,06.03.14,"['indie siciliano', 'italian indie pop']",0.665,0.521,-5.167,0.0298,0.469,0,0.0974,0.667,96.026,1,0,135000,27,0
11213,4bcWQseNOLnxH4XUgpmgkQ,Love Love Love,4dk1DwMAv1g5QLSZ9OM1dZ,https://p.scdn.co/mp3-preview/b49975137d0f3ee131aa164b787094fb07516a76?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.07,"['malaysian indie', 'malaysian pop', 'malaysian punk']",0.339,0.973,-5.899,0.109,0.00364,0.0469,0.201,0.45,164.867,2,1,250373,26,0
6529,4bcWQseNOLnxH4XUgpmgkQ,Love Love Love - Extended Version,5TnHQX4kZylRUcL9L6CJ4o,https://p.scdn.co/mp3-preview/2d711f358f2dcc73bc4e925d9bc731401f092179?cid=f6c16355a53748e790f598a2bdb1ad10,31.08.07,"['alternative dance', 'electro-pop francais', 'electroclash', 'electronica', 'electropop', 'filter house', 'new rave']",0.898,0.511,-6.958,0.0452,0.0181,2.68E-06,0.253,0.549,117,9,0,255587,24,0
4715,4bcWQseNOLnxH4XUgpmgkQ,Love Makes You Shine,0QprVASPJEbmOhD9P2gcNG,https://p.scdn.co/mp3-preview/4679728f42736d466bf36ee8dd90c5b1d30fb4be?cid=f6c16355a53748e790f598a2bdb1ad10,05.02.16,"['chanson', 'francoton', 'french pop', 'nouvelle chanson francaise']",0.555,0.363,-7.606,0.0336,0.914,0,0.085,0.412,124.031,4,1,262373,60,0
1170,6DjIRlc7hnwSYT3lf95eVy,Love Me,2222CgtFs6i6sJeB2TvX9z,https://p.scdn.co/mp3-preview/ce09e2101d07060a16f48b8c62df29192c63dab4?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,22.10.21,"['chanson', 'french pop', 'nouvelle chanson francaise']",0.786,0.415,-12.257,0.725,0.84,0,0.749,0.802,110.346,0,1,266480,16,0
5673,4bcWQseNOLnxH4XUgpmgkQ,Love Me Down,3cc7KTVqDGkT9BuiSYd9Oi,https://p.scdn.co/mp3-preview/8f03cfc91f40f730d8bf75176fbbc95e0ea0615e?cid=f6c16355a53748e790f598a2bdb1ad10,29.09.17,"['chanson', 'francoton', 'french pop']",0.817,0.539,-6.314,0.0315,0.431,0,0.093,0.721,120.071,6,1,205987,50,0
3499,4bcWQseNOLnxH4XUgpmgkQ,Love Me Land,3vHswuqTNO0hIiW6am0tKB,https://p.scdn.co/mp3-preview/62ee2cf5e0b8602405045d7fc23e9d650ed728de?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.04,"['chanson', 'french pop']",0.303,0.59,-10.372,0.0483,0.57,0,0.628,0.396,112.297,3,1,363533,57,0
8102,4bcWQseNOLnxH4XUgpmgkQ,"Love Me Like You Do - From ""Fifty Shades Of Grey""",6GsUwQtChkDZqynUhENUX3,https://p.scdn.co/mp3-preview/e2812e412fbe948e3fec6f355dc8657ba21a284d?cid=f6c16355a53748e790f598a2bdb1ad10,27.06.14,['italian romanticism'],0.259,0.0821,-23.843,0.0522,0.949,0.0186,0.0785,0.144,120.366,2,1,276293,22,0
4547,4bcWQseNOLnxH4XUgpmgkQ,Love Me Now (feat. Zoe Wees),4z2yNgg1bW0l755GUnKpqo,https://p.scdn.co/mp3-preview/503791f97a556f9058c7ed171e0df0e4f15aaab7?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.14,"['french hip hop', 'pop urbaine', 'rap calme']",0.815,0.727,-4.481,0.133,0.275,0,0.15,0.804,102.068,1,0,210053,56,0
1133,6DjIRlc7hnwSYT3lf95eVy,Love Me Sensless,5XrnfdMxNUWVc1U0D9W1Vv,https://p.scdn.co/mp3-preview/4161b8d0c1c8d6b4a5b53b6cb00bef7d03cc9a24?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,02.03.07,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",0.603,0.746,-6.712,0.0428,0.673,4.03E-05,0.687,0.415,76.085,5,1,218200,6,0
5008,4bcWQseNOLnxH4XUgpmgkQ,Love My Life,71I3Tqq9fCOSceVpluOqJN,https://p.scdn.co/mp3-preview/626beac6f9062e5116674d8b808645c7ee24ec70?cid=f6c16355a53748e790f598a2bdb1ad10,12.04.19,"['francoton', 'french pop', 'variete francaise']",0.669,0.674,-8.153,0.0791,0.335,0.000591,0.185,0.553,90.984,6,0,230769,44,0
9219,4bcWQseNOLnxH4XUgpmgkQ,Love Myself,5BJ0Z381vs9CR8nN9G5zST,https://p.scdn.co/mp3-preview/9634d739516d80cac90fe70c82d11d684463d514?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.12,"['chanson', 'french pop']",0.598,0.334,-9.306,0.0598,0.825,0,0.109,0.674,127.395,5,0,178867,15,0
7897,4bcWQseNOLnxH4XUgpmgkQ,"Love Myself - From ""Jem And The Holograms"" Soundtrack",2u8caiySUfaKObyU88rOm6,https://p.scdn.co/mp3-preview/7cec4c9ac1ece4b8f9aa376d43218f18110d124f?cid=f6c16355a53748e790f598a2bdb1ad10,01.10.11,"['classical', 'italian opera', 'italian romanticism']",0.503,0.184,-16.146,0.118,0.99,0.000512,0.285,0.571,142.351,9,1,194840,1,0
842,6DjIRlc7hnwSYT3lf95eVy,Love Never Felt So Good,0E2LXfTPOd2yOqrVjVqmwz,https://p.scdn.co/mp3-preview/33d426050a16b7a008358a175f1919c2a69214df?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,07.10.14,['italian lounge'],0.707,0.837,-3.678,0.031,0.0535,0,0.0788,0.812,130.959,11,0,167906,4,0
3976,4bcWQseNOLnxH4XUgpmgkQ,Love Not War (The Tampa Beat),2F83FxNVkK6PPMHuYnwyVc,https://p.scdn.co/mp3-preview/7f6ec9c9e228200c14094111091ca15548a9bcd3?cid=f6c16355a53748e790f598a2bdb1ad10,14.09.18,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.743,0.529,-6.187,0.0505,0.128,0,0.181,0.438,102.048,7,0,172933,64,0
1543,6DjIRlc7hnwSYT3lf95eVy,Love Of My Life - Live At Rock In Rio,15FXF3fMzrSQcknZEpUolp,https://p.scdn.co/mp3-preview/71b21f6eeaa0ad8097db00b1b044920655c25142?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01.01.08,"['dance pop', 'pop rap']",0.611,0.872,-4.557,0.0647,0.00115,0,0.383,0.861,127.952,11,0,218587,22,0
9324,4bcWQseNOLnxH4XUgpmgkQ,Love Of Your Life,4VQKDlOabYslTJW0CwnzGU,https://p.scdn.co/mp3-preview/21750892d97a53143967e644081e2a36798206a9?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.08,"['dance pop', 'pop rap']",0.573,0.814,-4.954,0.0338,0.000267,0,0.0513,0.423,113.171,0,1,169453,35,0
11577,4bcWQseNOLnxH4XUgpmgkQ,Love On The Brain,3Koboc7W0N4rDLZYL3dcOa,https://p.scdn.co/mp3-preview/2361e193eeb0a35ed6da427eb8d9a2f0bbb9156f?cid=f6c16355a53748e790f598a2bdb1ad10,27.10.21,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",0.507,0.87,-4.129,0.0686,0.268,0,0.161,0.591,119.193,11,1,133973,0,0
11425,4bcWQseNOLnxH4XUgpmgkQ,Love On The Brain - RY X Remix,23AoQR9oO3uQm7LG6Nd0gG,https://p.scdn.co/mp3-preview/9f34ac1b4536c236c5e5092f838c820bd021fa20?cid=f6c16355a53748e790f598a2bdb1ad10,04.12.20,"['dance pop', 'pop', 'post-teen pop']",0.703,0.29,-10.651,0.0322,0.965,0.000116,0.104,0.534,122.037,2,1,134607,0,0
11603,4bcWQseNOLnxH4XUgpmgkQ,Love On The Dance Floor,5ymRxIATqZqcMdVaakQgA6,https://p.scdn.co/mp3-preview/9f34ac1b4536c236c5e5092f838c820bd021fa20?cid=f6c16355a53748e790f598a2bdb1ad10,02.10.20,"['dance pop', 'pop', 'post-teen pop']",0.703,0.29,-10.651,0.0322,0.965,0.000116,0.104,0.534,122.037,2,1,134607,8,0
3559,4bcWQseNOLnxH4XUgpmgkQ,"Love On The Rocks - From ""The Jazz Singer"" Soundtrack",2qxmye6gAegTMjLKEBoR3d,https://p.scdn.co/mp3-preview/209a13f2c3330d265cc9ebf4f082cd5b3174559f?cid=f6c16355a53748e790f598a2bdb1ad10,16.11.18,"['alt z', 'dream smp', 'electropop', 'pop']",0.652,0.557,-5.714,0.0318,0.74,0,0.124,0.483,150.073,1,0,169354,83,0
6850,4bcWQseNOLnxH4XUgpmgkQ,Love On Top,3zXzamZbv0h9Iyq1n3b1uo,https://p.scdn.co/mp3-preview/dc1490eac22ba4c27444527d360500562ae3d40e?cid=f6c16355a53748e790f598a2bdb1ad10,16.07.21,"['dance pop', 'pop', 'post-teen pop']",0.664,0.708,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,8,1,174800,16,0
7102,4bcWQseNOLnxH4XUgpmgkQ,love race (feat. Kellin Quinn),1JiTyFxEaGG016BbuUqMhr,https://p.scdn.co/mp3-preview/dc1490eac22ba4c27444527d360500562ae3d40e?cid=f6c16355a53748e790f598a2bdb1ad10,08.05.20,"['dance pop', 'pop', 'post-teen pop']",0.664,0.708,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,8,1,174800,11,0
11452,4bcWQseNOLnxH4XUgpmgkQ,Love Really Hurts Without You,1M6sJP1yziMJU1B4Tm6wqb,https://p.scdn.co/mp3-preview/dc1490eac22ba4c27444527d360500562ae3d40e?cid=f6c16355a53748e790f598a2bdb1ad10,03.07.20,"['dance pop', 'pop', 'post-teen pop']",0.664,0.708,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,8,1,174800,1,0
11490,4bcWQseNOLnxH4XUgpmgkQ,Love Religion (feat. Yass),0W54DD7zmo0KP2e1tlu8Oj,https://p.scdn.co/mp3-preview/e24b113260a1dab0a6cc98c1207ec5159bc19262?cid=f6c16355a53748e790f598a2bdb1ad10,08.10.21,"['dance pop', 'pop', 'post-teen pop']",0.664,0.708,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,8,1,174800,2,0
11534,4bcWQseNOLnxH4XUgpmgkQ,Love Resurrection (Milano Edit) - Molella Vs Tony,1fSPZ7NVJrKuyVe0LMouMV,https://p.scdn.co/mp3-preview/a87dda545c43dc6579cfcfff1e80b86a5c5d34ad?cid=f6c16355a53748e790f598a2bdb1ad10,13.11.20,"['dance pop', 'pop', 'post-teen pop']",0.664,0.708,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,8,1,174800,3,0
10332,4bcWQseNOLnxH4XUgpmgkQ,Love Runs Out,2DglwBoT4Gi2k7No1wjCOS,https://p.scdn.co/mp3-preview/df9044b5149dc7cfb9d2d08f1132c0434b89c29d?cid=f6c16355a53748e790f598a2bdb1ad10,21.08.20,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']",0.533,0.908,-5.605,0.0309,0.000951,0.727,0.198,0.0378,124.993,0,0,342720,29,0
409,6DjIRlc7hnwSYT3lf95eVy,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),5Gu0PDLN4YJeW75PpBSg9p,https://p.scdn.co/mp3-preview/a87dda545c43dc6579cfcfff1e80b86a5c5d34ad?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,08.09.17,"['dance pop', 'pop', 'post-teen pop']",0.664,0.708,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,8,1,174800,77,0
5881,4bcWQseNOLnxH4XUgpmgkQ,Love Shack,7o1UG8gINZWLSpCk5Iz4Zu,https://p.scdn.co/mp3-preview/0d488071395a55a3ab5850e243b7bdaf0a0e6c51?cid=f6c16355a53748e790f598a2bdb1ad10,26.04.19,"['alternative dance', 'art pop', 'dance pop', 'electronica', 'electropop', 'neo-synthpop', 'new rave']",0.706,0.868,-5.369,0.0423,0.0487,0.000579,0.0371,0.603,120.015,6,0,310133,0,0
615,6DjIRlc7hnwSYT3lf95eVy,Love Shack - Edit,1G0wDMrLFe6O6XwWIbMEcS,https://p.scdn.co/mp3-preview/0efcd0055046dc2061fbc3d8b78eaec5478b5de1?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,11.05.21,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.475,0.715,-5.371,0.058,0.0863,2.67E-05,0.135,0.159,199.892,8,1,205947,2,0
754,6DjIRlc7hnwSYT3lf95eVy,Love Someone,00759vhi4qnmnE5gTq5XVu,https://p.scdn.co/mp3-preview/0efcd0055046dc2061fbc3d8b78eaec5478b5de1?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,26.05.21,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.475,0.715,-5.371,0.058,0.0863,2.67E-05,0.135,0.159,199.892,8,1,205947,3,0
5215,4bcWQseNOLnxH4XUgpmgkQ,Love Song,7GaFYUqP2WdR4KTPk7cXoP,https://p.scdn.co/mp3-preview/d5c0a80cb00637178af427bc567cc77923d082bf?cid=f6c16355a53748e790f598a2bdb1ad10,15.03.04,"['contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'r&b', 'urban contemporary']",0.686,0.588,-8.343,0.0554,0.178,0,0.0954,0.617,94.519,7,0,249120,67,0
6797,4bcWQseNOLnxH4XUgpmgkQ,Love Story - Digital Dog Remix,6b2KcRkc13xQzM8FOFZppd,https://p.scdn.co/mp3-preview/0efcd0055046dc2061fbc3d8b78eaec5478b5de1?cid=f6c16355a53748e790f598a2bdb1ad10,06.11.20,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.475,0.715,-5.371,0.058,0.0863,2.67E-05,0.135,0.159,199.892,8,1,205947,5,0
7150,4bcWQseNOLnxH4XUgpmgkQ,Love The Rapper,3tLtJIoufq9wH8jhtgEtS3,https://p.scdn.co/mp3-preview/361dc999abf1d091bc13a90c3029f6638d458b04?cid=f6c16355a53748e790f598a2bdb1ad10,16.08.19,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.475,0.715,-5.371,0.058,0.0863,2.67E-05,0.135,0.159,199.892,8,1,205947,7,0
9573,4bcWQseNOLnxH4XUgpmgkQ,Love The Way You Lie (Part II) - Pt. 2,3EZFHLoptwV50glqFlY86v,https://p.scdn.co/mp3-preview/2c55cc61159d47f3989224c404c45622ff0da4dc?cid=f6c16355a53748e790f598a2bdb1ad10,22.04.21,['italian lounge'],0.886,0.56,-11.058,0.048,0.539,0.889,0.102,0.429,109.985,4,0,398992,12,0
10221,4bcWQseNOLnxH4XUgpmgkQ,Love Theme (Romeo and Juliet) (Arr. by R. Hayman),7xufmkFUZoSjX1mxWupnKY,https://p.scdn.co/mp3-preview/f930083081ac21bbb94883e11d8c1546401b4320?cid=f6c16355a53748e790f598a2bdb1ad10,16.12.16,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.719,0.852,-4.244,0.0522,0.00976,0.00569,0.084,0.262,117.032,10,0,206653,42,0
757,6DjIRlc7hnwSYT3lf95eVy,Love To Go,5n3BaT8dkE4A6wRHUkqQgP,https://p.scdn.co/mp3-preview/61fe366e342f9c62720da46a6fbfa31bb5e739ea?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,24.03.21,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.624,0.628,-6.582,0.0408,0.0112,0.0191,0.0814,0.772,114.556,4,0,147071,6,0
11419,4bcWQseNOLnxH4XUgpmgkQ,Love Turns Around (Don't Look Back),2MaZJz3wFKg5NQV25k9EQJ,https://p.scdn.co/mp3-preview/61fe366e342f9c62720da46a6fbfa31bb5e739ea?cid=f6c16355a53748e790f598a2bdb1ad10,22.10.21,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.624,0.628,-6.582,0.0408,0.0112,0.0191,0.0814,0.772,114.556,4,0,147071,1,0
11510,4bcWQseNOLnxH4XUgpmgkQ,Love Under Pressure,76mie2wWrAdHZbgmGj45VP,https://p.scdn.co/mp3-preview/8096f2a5b9621ba688376498cb0a3a717220317d?cid=f6c16355a53748e790f598a2bdb1ad10,09.06.21,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",0.611,0.839,-4.155,0.0569,0.0259,0,0.347,0.818,85.992,10,0,191837,0,0
11559,4bcWQseNOLnxH4XUgpmgkQ,Love Will Never Lie - 2002 Remaster,4ERHYUOlDIj2kbIfEcJiLL,https://p.scdn.co/mp3-preview/8096f2a5b9621ba688376498cb0a3a717220317d?cid=f6c16355a53748e790f598a2bdb1ad10,08.03.21,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",0.611,0.839,-4.155,0.0569,0.0259,0,0.347,0.818,85.992,10,0,191837,3,0
5196,4bcWQseNOLnxH4XUgpmgkQ,Love Will Save The Day (Club Mix) - Extended ReMix,4cGqn0E8JCSY9gQllQj4Mf,https://p.scdn.co/mp3-preview/7f7024b0a66ce53e3d830d50f16a7b88634eafe4?cid=f6c16355a53748e790f598a2bdb1ad10,15.10.21,"['permanent wave', 'pop']",0.592,0.342,-8.93,0.0339,0.193,0.00245,0.11,0.155,130.953,0,1,241595,78,0
924,6DjIRlc7hnwSYT3lf95eVy,Love With A Quality,1MXCp8hP1gkfa5XwJIIwko,https://p.scdn.co/mp3-preview/514eebd18d43923eb63359f1a8ea0fd95ecfd074?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,13.03.17,['italian lounge'],0.492,0.691,-6.199,0.198,0.151,0.000125,0.0827,0.665,201.295,0,1,243102,3,0
8525,4bcWQseNOLnxH4XUgpmgkQ,Love You Better,4g3d9hy6MoqnnXz0YBQ05v,https://p.scdn.co/mp3-preview/514eebd18d43923eb63359f1a8ea0fd95ecfd074?cid=f6c16355a53748e790f598a2bdb1ad10,17.09.14,['italian lounge'],0.492,0.691,-6.199,0.198,0.151,0.000125,0.0827,0.665,201.295,0,1,243102,1,0
10418,4bcWQseNOLnxH4XUgpmgkQ,Love You Like A Love Song,2ItO4ZVCtwEHuLL6ygajGM,https://p.scdn.co/mp3-preview/22aec1f2defe8684e5c52cddaf952b0160926726?cid=f6c16355a53748e790f598a2bdb1ad10,17.05.19,"['big room', 'dutch trance', 'edm', 'electro house', 'pop dance', 'progressive house', 'trance']",0.388,0.971,-2.274,0.149,0.00143,0.091,0.433,0.175,194.956,6,0,156450,53,0
1284,6DjIRlc7hnwSYT3lf95eVy,Love Yourself,4FVEDc06vCI0K4H2TXHiBl,https://p.scdn.co/mp3-preview/7001e080c9b7b109a159dc8947103882baa2e26c?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,19.12.16,"['deep tech house', 'edm', 'house', 'pop dance', 'progressive house', 'tropical house']",0.8,0.94,-6.601,0.0656,0.000253,0.789,0.0542,0.451,123.999,1,0,372563,14,0
9946,4bcWQseNOLnxH4XUgpmgkQ,Love Yourself [Robert Cristian Remix],049tT99BJiIA2cybr0L69F,https://p.scdn.co/mp3-preview/e1629199f63ba4733a83af3eb2205ae2d4709cc1?cid=f6c16355a53748e790f598a2bdb1ad10,17.12.21,"['art pop', 'canadian experimental', 'fourth world', 'transpop']",0.185,0.392,-18.309,0.128,0.93,0.922,0.102,0.13,64.948,6,1,243320,18,0
4347,4bcWQseNOLnxH4XUgpmgkQ,"Love, Dance And Feel",52okn5MNA47tk87PeZJLEL,https://p.scdn.co/mp3-preview/33b3b115129a6e4c721e6ba2e5bad419521ffa29?cid=f6c16355a53748e790f598a2bdb1ad10,06.10.17,"['hip hop', 'pop rap', 'rap']",0.662,0.714,-5.68,0.121,0.312,0,0.179,0.464,147.997,5,0,212120,80,0
10544,4bcWQseNOLnxH4XUgpmgkQ,Lovefool - Nicky Romero Remix,5Fla3zyOCcIRqrDoKLU0DP,https://p.scdn.co/mp3-preview/17aea5c7bb9ab961f1455185d3e46ffba00ed9c2?cid=f6c16355a53748e790f598a2bdb1ad10,23.11.18,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",0.475,0.846,-3.344,0.283,0.275,0,0.0824,0.451,96.036,10,1,191120,66,0
7160,4bcWQseNOLnxH4XUgpmgkQ,LoveGame,6RbfzAWNF7s77RuiahL8ft,https://p.scdn.co/mp3-preview/2318af57709c9abd91f05a71231c4c624eee0af0?cid=f6c16355a53748e790f598a2bdb1ad10,13.06.14,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.676,0.945,-2.594,0.0551,0.0159,2.10E-05,0.32,0.494,128.975,0,1,202400,39,0
10991,4bcWQseNOLnxH4XUgpmgkQ,Lover’s Hymn,5U2yePUUXe61YiK5oH13j4,https://p.scdn.co/mp3-preview/ffc10260accae32988ddb040974ebb71cb23981d?cid=f6c16355a53748e790f598a2bdb1ad10,16.09.16,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.542,0.938,-6.283,0.0474,0.000274,0.774,0.403,0.144,127.986,2,1,262568,0,0
9596,4bcWQseNOLnxH4XUgpmgkQ,Lovers Eyes - Live,2RQ83kmbkhRHKxUmmWqzNf,https://p.scdn.co/mp3-preview/d1d7ea5d6af070c8e415514c7865a725853a7c39?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.04,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",0.785,0.826,-5.571,0.04,0.00232,0.00961,0.108,0.653,105.011,8,1,245213,16,0
9886,4bcWQseNOLnxH4XUgpmgkQ,Lovers Rock,10lp8wOTOXXwYBwYNIQjyc,https://p.scdn.co/mp3-preview/538997b355d96776ca2f0210fdc495946a28f3ac?cid=f6c16355a53748e790f598a2bdb1ad10,2003,"['classic uk pop', 'dutch rock', 'nederpop']",0.621,0.827,-9.166,0.063,0.00472,3.84E-05,0.166,0.756,129.387,9,1,208333,43,0
10142,4bcWQseNOLnxH4XUgpmgkQ,Loving You Is Sweeter Than Ever,6UZyDqriHEzM1yuB5Qlf4b,https://p.scdn.co/mp3-preview/21d07303f057cac769af279bd86f87d38ce4216e?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.03,"['alternative country', 'anti-folk', 'chamber pop', 'indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler']",0.469,0.205,-14.447,0.0381,0.889,0.0561,0.0927,0.33,82.464,11,0,300187,44,0
9661,4bcWQseNOLnxH4XUgpmgkQ,Low,2c7FrefLhC3HI8B6JpDGLB,https://p.scdn.co/mp3-preview/2c4cac861b29b50373d3597610d431d30013f2e6?cid=f6c16355a53748e790f598a2bdb1ad10,26.09.08,"['blues rock', 'classic rock', 'mellow gold', 'soft rock', 'sophisti-pop']",0.631,0.754,-7.006,0.0268,0.0083,0.00117,0.124,0.909,92.011,2,1,245747,28,0
